data,valor
2011-02-15,1.67
2011-02-16,1.6685
2011-02-17,1.6615
2011-02-18,1.6635
2011-02-21,1.6684
2011-02-22,1.6721
2011-02-23,1.6755
2011-02-24,1.6655
2011-02-25,1.6635
2011-02-28,1.6638
2011-03-01,1.6645
2011-03-02,1.658
2011-03-03,1.6555
2011-03-04,1.6555
2011-03-09,1.654
2011-03-10,1.663
2011-03-11,1.6651
2011-03-14,1.66
2011-03-15,1.6655
2011-03-16,1.6655
2011-03-17,1.678
2011-03-18,1.671
2011-03-21,1.6633
2011-03-22,1.6635
2011-03-23,1.6605
2011-03-24,1.659
2011-03-25,1.6625
2011-03-28,1.663
2011-03-29,1.646
2011-03-30,1.6285
2011-03-31,1.632
2011-04-01,1.607
2011-04-04,1.6135
2011-04-05,1.6097
2011-04-06,1.615
2011-04-07,1.5865
2011-04-08,1.5688
2011-04-11,1.5833
2011-04-12,1.568
2011-04-13,1.5868
2011-04-14,1.5783
2011-04-15,1.5765
2011-04-18,1.5895
2011-04-19,1.5775
2011-04-20,1.566
2011-04-25,1.5695
2011-04-26,1.5625
2011-04-27,1.569
2011-04-28,1.5785
2011-04-29,1.5765
2011-05-02,1.588
2011-05-03,1.588
2011-05-04,1.618
2011-05-05,1.621
2011-05-06,1.6133
2011-05-09,1.614
2011-05-10,1.611
2011-05-11,1.6215
2011-05-12,1.63
2011-05-13,1.6365
2011-05-16,1.6345
2011-05-17,1.6155
2011-05-18,1.614
2011-05-19,1.616
2011-05-20,1.625
2011-05-23,1.633
2011-05-24,1.6235
2011-05-25,1.63
2011-05-26,1.6145
2011-05-27,1.6078
2011-05-30,1.5895
2011-05-31,1.58
2011-06-01,1.594
2011-06-02,1.5747
2011-06-03,1.5761
2011-06-06,1.577
2011-06-07,1.5797
2011-06-08,1.5806
2011-06-09,1.5832
2011-06-10,1.5971
2011-06-13,1.5832
2011-06-14,1.5834
2011-06-15,1.6002
2011-06-16,1.6028
2011-06-17,1.598
2011-06-20,1.5965
2011-06-21,1.5855
2011-06-22,1.591
2011-06-23,1.592
2011-06-24,1.6052
2011-06-27,1.5945
2011-06-28,1.5765
2011-06-29,1.5675
2011-06-30,1.5634
2011-07-01,1.558
2011-07-04,1.5528
2011-07-05,1.5649
2011-07-06,1.5695
2011-07-07,1.5533
2011-07-08,1.5624
2011-07-11,1.5775
2011-07-12,1.5794
2011-07-13,1.5758
2011-07-14,1.5789
2011-07-15,1.5743
2011-07-18,1.5744
2011-07-19,1.563
2011-07-20,1.5652
2011-07-21,1.5525
2011-07-22,1.5518
2011-07-25,1.5399
2011-07-26,1.5394
2011-07-27,1.555
2011-07-28,1.5655
2011-07-29,1.5495
2011-08-01,1.566
2011-08-02,1.563
2011-08-03,1.5603
2011-08-04,1.5883
2011-08-05,1.5763
2011-08-08,1.6266
2011-08-09,1.5888
2011-08-10,1.6253
2011-08-11,1.6262
2011-08-12,1.6118
2011-08-15,1.589
2011-08-16,1.59
2011-08-17,1.5872
2011-08-18,1.5992
2011-08-19,1.6001
2011-08-22,1.6073
2011-08-23,1.5968
2011-08-24,1.6139
2011-08-25,1.6093
2011-08-26,1.6041
2011-08-29,1.5916
2011-08-30,1.5954
2011-08-31,1.5896
2011-09-01,1.6195
2011-09-02,1.6403
2011-09-05,1.6447
2011-09-06,1.6564
2011-09-07,1.6614
2011-09-08,1.6605
2011-09-09,1.6731
2011-09-12,1.7023
2011-09-13,1.7099
2011-09-14,1.7146
2011-09-15,1.707
2011-09-16,1.733
2011-09-19,1.7978
2011-09-20,1.786
2011-09-21,1.8862
2011-09-22,1.906
2011-09-23,1.8336
2011-09-26,1.8239
2011-09-27,1.8059
2011-09-28,1.8414
2011-09-29,1.8408
2011-09-30,1.8792
2011-10-03,1.8915
2011-10-04,1.8573
2011-10-05,1.8329
2011-10-06,1.7811
2011-10-07,1.7717
2011-10-10,1.7725
2011-10-11,1.7759
2011-10-12,1.7703
2011-10-13,1.7511
2011-10-14,1.7329
2011-10-17,1.76
2011-10-18,1.753
2011-10-19,1.7731
2011-10-20,1.782
2011-10-21,1.775
2011-10-24,1.7545
2011-10-25,1.7655
2011-10-26,1.7587
2011-10-27,1.7093
2011-10-28,1.6925
2011-10-31,1.7173
2011-11-01,1.7455
2011-11-03,1.7364
2011-11-04,1.7525
2011-11-07,1.747
2011-11-08,1.733
2011-11-09,1.78
2011-11-10,1.7695
2011-11-11,1.7452
2011-11-14,1.7665
2011-11-16,1.7713
2011-11-17,1.78
2011-11-18,1.7813
2011-11-21,1.8077
2011-11-22,1.8152
2011-11-23,1.8668
2011-11-24,1.8981
2011-11-25,1.8907
2011-11-28,1.8658
2011-11-29,1.8458
2011-11-30,1.809
2011-12-01,1.8005
2011-12-02,1.7918
2011-12-05,1.7851
2011-12-06,1.793
2011-12-07,1.7997
2011-12-08,1.8122
2011-12-09,1.8059
2011-12-12,1.8385
2011-12-13,1.8553
2011-12-14,1.8749
2011-12-15,1.8603
2011-12-16,1.852
2011-12-19,1.8676
2011-12-20,1.8459
2011-12-21,1.855
2011-12-22,1.8561
2011-12-23,1.8595
2011-12-26,1.859
2011-12-27,1.8605
2011-12-28,1.8738
2011-12-29,1.8653
2011-12-30,1.8633
2012-01-02,1.8707
2012-01-03,1.8317
2012-01-04,1.8332
2012-01-05,1.8401
2012-01-06,1.851
2012-01-09,1.8405
2012-01-10,1.7995
2012-01-11,1.8027
2012-01-12,1.7811
2012-01-13,1.7903
2012-01-16,1.7859
2012-01-17,1.7871
2012-01-18,1.7667
2012-01-19,1.7653
2012-01-20,1.7637
2012-01-23,1.7547
2012-01-24,1.7598
2012-01-25,1.7605
2012-01-26,1.7505
2012-01-27,1.7372
2012-01-30,1.7485
2012-01-31,1.7465
2012-02-01,1.7343
2012-02-02,1.7207
2012-02-03,1.7169
2012-02-06,1.7223
2012-02-07,1.7235
2012-02-08,1.7218
2012-02-09,1.7175
2012-02-10,1.7222
2012-02-13,1.7138
2012-02-14,1.7212
2012-02-15,1.7291
2012-02-16,1.7165
2012-02-17,1.7147
2012-02-22,1.7065
2012-02-23,1.7103
2012-02-24,1.7095
2012-02-27,1.7081
2012-02-28,1.6948
2012-02-29,1.7183
2012-03-01,1.7138
2012-03-02,1.7303
2012-03-05,1.7381
2012-03-06,1.7575
2012-03-07,1.7667
2012-03-08,1.7621
2012-03-09,1.7915
2012-03-12,1.7972
2012-03-13,1.7927
2012-03-14,1.8043
2012-03-15,1.7983
2012-03-16,1.7999
2012-03-19,1.8206
2012-03-20,1.8148
2012-03-21,1.818
2012-03-22,1.8194
2012-03-23,1.8104
2012-03-26,1.8171
2012-03-27,1.822
2012-03-28,1.8271
2012-03-29,1.8216
2012-03-30,1.8268
2012-04-02,1.8325
2012-04-03,1.8258
2012-04-04,1.8266
2012-04-05,1.8227
2012-04-06,1.8239
2012-04-09,1.818
2012-04-10,1.8339
2012-04-11,1.8356
2012-04-12,1.8268
2012-04-13,1.8378
2012-04-16,1.8474
2012-04-17,1.8613
2012-04-18,1.8789
2012-04-19,1.8804
2012-04-20,1.8733
2012-04-23,1.8799
2012-04-24,1.8785
2012-04-25,1.8807
2012-04-26,1.8852
2012-04-27,1.884
2012-04-30,1.9084
2012-05-01,1.9103
2012-05-02,1.9248
2012-05-03,1.9081
2012-05-04,1.9245
2012-05-07,1.9201
2012-05-08,1.9407
2012-05-09,1.9688
2012-05-10,1.9544
2012-05-11,1.9659
2012-05-14,1.9969
2012-05-15,2.0022
2012-05-16,2.0003
2012-05-17,2.0094
2012-05-18,2.0233
2012-05-21,2.0427
2012-05-22,2.0905
2012-05-23,2.0327
2012-05-24,2.0291
2012-05-25,1.9877
2012-05-28,1.9825
2012-05-29,1.9938
2012-05-30,2.0168
2012-05-31,2.0235
2012-06-01,2.0401
2012-06-04,2.0579
2012-06-05,2.0219
2012-06-06,2.0328
2012-06-07,2.0328
2012-06-08,2.0219
2012-06-11,2.064
2012-06-12,2.0673
2012-06-13,2.0726
2012-06-14,2.056
2012-06-15,2.0528
2012-06-18,2.0592
2012-06-19,2.0276
2012-06-20,2.0264
2012-06-21,2.0608
2012-06-22,2.0669
2012-06-25,2.0613
2012-06-26,2.072
2012-06-27,2.077
2012-06-28,2.0795
2012-06-29,2.0115
2012-07-02,1.9856
2012-07-03,2.0141
2012-07-04,2.0279
2012-07-05,2.0181
2012-07-06,2.0281
2012-07-09,2.0333
2012-07-10,2.0343
2012-07-11,2.0359
2012-07-12,2.0395
2012-07-13,2.0383
2012-07-16,2.0375
2012-07-17,2.0221
2012-07-18,2.0231
2012-07-19,2.0129
2012-07-20,2.0235
2012-07-23,2.0391
2012-07-24,2.0467
2012-07-25,2.0339
2012-07-26,2.0215
2012-07-27,2.0249
2012-07-30,2.0413
2012-07-31,2.0563
2012-08-01,2.0449
2012-08-02,2.0497
2012-08-03,2.0279
2012-08-06,2.0311
2012-08-07,2.0282
2012-08-08,2.0223
2012-08-09,2.0139
2012-08-10,2.0168
2012-08-13,2.0218
2012-08-14,2.0254
2012-08-15,2.0204
2012-08-16,2.019
2012-08-17,2.0155
2012-08-20,2.0184
2012-08-21,2.017
2012-08-22,2.0188
2012-08-23,2.0238
2012-08-24,2.0273
2012-08-27,2.0304
2012-08-28,2.0415
2012-08-29,2.05
2012-08-30,2.0453
2012-08-31,2.027
2012-09-03,2.0312
2012-09-04,2.0401
2012-09-05,2.0389
2012-09-06,2.0307
2012-09-07,2.0307
2012-09-10,2.0251
2012-09-11,2.0182
2012-09-12,2.026
2012-09-13,2.0204
2012-09-14,2.0117
2012-09-17,2.0291
2012-09-18,2.0241
2012-09-19,2.0233
2012-09-20,2.0229
2012-09-21,2.0237
2012-09-24,2.0244
2012-09-25,2.0273
2012-09-26,2.0329
2012-09-27,2.0315
2012-09-28,2.0277
2012-10-01,2.0266
2012-10-02,2.027
2012-10-03,2.0224
2012-10-04,2.0184
2012-10-05,2.0303
2012-10-08,2.0303
2012-10-09,2.0337
2012-10-10,2.0391
2012-10-11,2.0423
2012-10-12,2.0376
2012-10-15,2.034
2012-10-16,2.0355
2012-10-17,2.0304
2012-10-18,2.0282
2012-10-19,2.0277
2012-10-22,2.0246
2012-10-23,2.0269
2012-10-24,2.0262
2012-10-25,2.026
2012-10-26,2.0265
2012-10-29,2.0336
2012-10-30,2.0307
2012-10-31,2.031
2012-11-01,2.0315
2012-11-05,2.0353
2012-11-06,2.0322
2012-11-07,2.0338
2012-11-08,2.0404
2012-11-09,2.0463
2012-11-12,2.051
2012-11-13,2.0583
2012-11-14,2.0669
2012-11-16,2.0762
2012-11-19,2.0763
2012-11-20,2.0805
2012-11-21,2.0988
2012-11-22,2.1048
2012-11-23,2.0816
2012-11-26,2.0832
2012-11-27,2.0773
2012-11-28,2.0856
2012-11-29,2.0966
2012-11-30,2.1361
2012-12-03,2.1193
2012-12-04,2.1124
2012-12-05,2.099
2012-12-06,2.0781
2012-12-07,2.0748
2012-12-10,2.0779
2012-12-11,2.0789
2012-12-12,2.072
2012-12-13,2.0814
2012-12-14,2.0839
2012-12-17,2.0995
2012-12-18,2.0885
2012-12-19,2.0697
2012-12-20,2.0644
2012-12-21,2.0783
2012-12-24,2.079
2012-12-26,2.0491
2012-12-27,2.0435
2012-12-28,2.0475
2012-12-31,2.0519
2013-01-02,2.044
2013-01-03,2.0459
2013-01-04,2.0348
2013-01-07,2.0268
2013-01-08,2.0416
2013-01-09,2.0378
2013-01-10,2.029
2013-01-11,2.0362
2013-01-14,2.0306
2013-01-15,2.0358
2013-01-16,2.0443
2013-01-17,2.0399
2013-01-18,2.0449
2013-01-21,2.0411
2013-01-22,2.0465
2013-01-23,2.0354
2013-01-24,2.0305
2013-01-25,2.0305
2013-01-28,2.0013
2013-01-29,1.9859
2013-01-30,1.9915
2013-01-31,1.9908
2013-02-01,1.988
2013-02-04,1.9928
2013-02-05,1.9845
2013-02-06,1.9868
2013-02-07,1.9696
2013-02-08,1.9733
2013-02-13,1.9654
2013-02-14,1.9592
2013-02-15,1.9688
2013-02-18,1.9641
2013-02-19,1.9557
2013-02-20,1.9611
2013-02-21,1.9736
2013-02-22,1.9715
2013-02-25,1.9758
2013-02-26,1.9825
2013-02-27,1.9741
2013-02-28,1.9735
2013-03-01,1.9793
2013-03-04,1.9782
2013-03-05,1.9644
2013-03-06,1.9672
2013-03-07,1.9627
2013-03-08,1.948
2013-03-11,1.9568
2013-03-12,1.965
2013-03-13,1.9721
2013-03-14,1.9718
2013-03-15,1.9843
2013-03-18,1.987
2013-03-19,1.9855
2013-03-20,1.9901
2013-03-21,2.0056
2013-03-22,2.0092
2013-03-25,2.0126
2013-03-26,2.0148
2013-03-27,2.0112
2013-03-28,2.0219
2013-03-29,2.0222
2013-04-01,2.02
2013-04-02,2.019
2013-04-03,2.0249
2013-04-04,2.0141
2013-04-05,1.9853
2013-04-08,1.9922
2013-04-09,1.9809
2013-04-10,1.974
2013-04-11,1.9747
2013-04-12,1.9698
2013-04-15,1.9937
2013-04-16,1.9871
2013-04-17,2.0012
2013-04-18,2.0189
2013-04-19,2.0111
2013-04-22,2.0203
2013-04-23,2.0264
2013-04-24,2.0139
2013-04-25,2.0012
2013-04-26,1.9987
2013-04-29,2.0072
2013-04-30,2.0016
2013-05-01,2.0003
2013-05-02,2.0109
2013-05-03,2.0104
2013-05-06,2.0135
2013-05-07,2.0078
2013-05-08,2.0035
2013-05-09,2.0122
2013-05-10,2.026
2013-05-13,2.0089
2013-05-14,2.0158
2013-05-15,2.0263
2013-05-16,2.0268
2013-05-17,2.0364
2013-05-20,2.0384
2013-05-21,2.041
2013-05-22,2.0495
2013-05-23,2.0446
2013-05-24,2.0515
2013-05-27,2.0548
2013-05-28,2.0704
2013-05-29,2.1106
2013-05-30,2.1097
2013-05-31,2.1416
2013-06-03,2.124
2013-06-04,2.1231
2013-06-05,2.1273
2013-06-06,2.1288
2013-06-07,2.1375
2013-06-10,2.1472
2013-06-11,2.1325
2013-06-12,2.1497
2013-06-13,2.1214
2013-06-14,2.153
2013-06-17,2.1709
2013-06-18,2.1834
2013-06-19,2.225
2013-06-20,2.2578
2013-06-21,2.2454
2013-06-24,2.2262
2013-06-25,2.214
2013-06-26,2.189
2013-06-27,2.199
2013-06-28,2.2288
2013-07-01,2.2268
2013-07-02,2.25
2013-07-03,2.2684
2013-07-04,2.248
2013-07-05,2.2527
2013-07-08,2.2637
2013-07-09,2.2571
2013-07-10,2.2649
2013-07-11,2.2565
2013-07-12,2.2674
2013-07-15,2.2193
2013-07-16,2.2537
2013-07-17,2.2258
2013-07-18,2.2276
2013-07-19,2.2469
2013-07-22,2.2329
2013-07-23,2.2141
2013-07-24,2.2503
2013-07-25,2.2427
2013-07-26,2.2521
2013-07-29,2.2661
2013-07-30,2.2835
2013-07-31,2.2767
2013-08-01,2.3038
2013-08-02,2.288
2013-08-05,2.3013
2013-08-06,2.2993
2013-08-07,2.3135
2013-08-08,2.2815
2013-08-09,2.2717
2013-08-12,2.2828
2013-08-13,2.3149
2013-08-14,2.3245
2013-08-15,2.3418
2013-08-16,2.3926
2013-08-19,2.413
2013-08-20,2.3971
2013-08-21,2.455
2013-08-22,2.4363
2013-08-23,2.3487
2013-08-26,2.3827
2013-08-27,2.3718
2013-08-28,2.3422
2013-08-29,2.359
2013-08-30,2.3855
2013-09-02,2.3773
2013-09-03,2.3657
2013-09-04,2.3605
2013-09-05,2.3246
2013-09-06,2.3066
2013-09-09,2.2767
2013-09-10,2.2837
2013-09-11,2.2746
2013-09-12,2.2756
2013-09-13,2.2805
2013-09-16,2.2843
2013-09-17,2.257
2013-09-18,2.1864
2013-09-19,2.2023
2013-09-20,2.2187
2013-09-23,2.2007
2013-09-24,2.1995
2013-09-25,2.2263
2013-09-26,2.2442
2013-09-27,2.2516
2013-09-30,2.2164
2013-10-01,2.2166
2013-10-02,2.2015
2013-10-03,2.2075
2013-10-04,2.2065
2013-10-07,2.2051
2013-10-08,2.2116
2013-10-09,2.2067
2013-10-10,2.1801
2013-10-11,2.1761
2013-10-14,2.1795
2013-10-15,2.1782
2013-10-16,2.1763
2013-10-17,2.1521
2013-10-18,2.1688
2013-10-21,2.1746
2013-10-22,2.1725
2013-10-23,2.1772
2013-10-24,2.2157
2013-10-25,2.1878
2013-10-28,2.1801
2013-10-29,2.185
2013-10-30,2.185
2013-10-31,2.2371
2013-11-01,2.2567
2013-11-04,2.2453
2013-11-05,2.2853
2013-11-06,2.2856
2013-11-07,2.3059
2013-11-08,2.3143
2013-11-11,2.3308
2013-11-12,2.3333
2013-11-13,2.3338
2013-11-14,2.3189
2013-11-18,2.2633
2013-11-19,2.2713
2013-11-20,2.2712
2013-11-21,2.3064
2013-11-22,2.2802
2013-11-25,2.2838
2013-11-26,2.2969
2013-11-27,2.3299
2013-11-28,2.311
2013-11-29,2.3341
2013-12-02,2.3561
2013-12-03,2.376
2013-12-04,2.3792
2013-12-05,2.3609
2013-12-06,2.331
2013-12-09,2.3198
2013-12-10,2.3088
2013-12-11,2.3351
2013-12-12,2.3435
2013-12-13,2.3356
2013-12-16,2.3277
2013-12-17,2.322
2013-12-18,2.3439
2013-12-19,2.351
2013-12-20,2.3783
2013-12-23,2.3571
2013-12-24,2.3572
2013-12-26,2.3518
2013-12-27,2.3385
2013-12-30,2.3622
2013-12-31,2.3621
2014-01-02,2.3944
2014-01-03,2.3813
2014-01-06,2.3763
2014-01-07,2.3717
2014-01-08,2.3894
2014-01-09,2.3972
2014-01-10,2.368
2014-01-13,2.3595
2014-01-14,2.3535
2014-01-15,2.3491
2014-01-16,2.3639
2014-01-17,2.349
2014-01-20,2.3443
2014-01-21,2.363
2014-01-22,2.3729
2014-01-23,2.3959
2014-01-24,2.3995
2014-01-27,2.4215
2014-01-28,2.4263
2014-01-29,2.4354
2014-01-30,2.4096
2014-01-31,2.4133
2014-02-03,2.4324
2014-02-04,2.4052
2014-02-05,2.3986
2014-02-06,2.3857
2014-02-07,2.3812
2014-02-10,2.4083
2014-02-11,2.4008
2014-02-12,2.4224
2014-02-13,2.4045
2014-02-14,2.3847
2014-02-17,2.3898
2014-02-18,2.3958
2014-02-19,2.3935
2014-02-20,2.3704
2014-02-21,2.3457
2014-02-24,2.3413
2014-02-25,2.3422
2014-02-26,2.35
2014-02-27,2.3358
2014-02-28,2.3384
2014-03-05,2.3185
2014-03-06,2.3236
2014-03-07,2.3406
2014-03-10,2.35
2014-03-11,2.3636
2014-03-12,2.3556
2014-03-13,2.3655
2014-03-14,2.3539
2014-03-17,2.3488
2014-03-18,2.3397
2014-03-19,2.3476
2014-03-20,2.3266
2014-03-21,2.3254
2014-03-24,2.323
2014-03-25,2.3114
2014-03-26,2.3038
2014-03-27,2.2595
2014-03-28,2.2614
2014-03-31,2.272
2014-04-01,2.2641
2014-04-02,2.2695
2014-04-03,2.28
2014-04-04,2.2357
2014-04-07,2.2142
2014-04-08,2.2019
2014-04-09,2.1989
2014-04-10,2.1896
2014-04-11,2.2179
2014-04-14,2.2154
2014-04-15,2.2329
2014-04-16,2.2414
2014-04-17,2.237
2014-04-18,2.2374
2014-04-22,2.2383
2014-04-23,2.2219
2014-04-24,2.2143
2014-04-25,2.2426
2014-04-28,2.2237
2014-04-29,2.235
2014-04-30,2.2321
2014-05-01,2.2334
2014-05-02,2.2218
2014-05-05,2.2433
2014-05-06,2.2293
2014-05-07,2.2169
2014-05-08,2.2153
2014-05-09,2.2134
2014-05-12,2.2151
2014-05-13,2.2148
2014-05-14,2.2023
2014-05-15,2.2189
2014-05-16,2.2144
2014-05-19,2.2085
2014-05-20,2.2177
2014-05-21,2.2092
2014-05-22,2.2185
2014-05-23,2.223
2014-05-26,2.2245
2014-05-27,2.2395
2014-05-28,2.2323
2014-05-29,2.2239
2014-05-30,2.2413
2014-06-02,2.2768
2014-06-03,2.2801
2014-06-04,2.2818
2014-06-05,2.2656
2014-06-06,2.2475
2014-06-09,2.229
2014-06-10,2.2261
2014-06-11,2.2358
2014-06-12,2.2358
2014-06-13,2.2238
2014-06-16,2.2352
2014-06-17,2.2621
2014-06-18,2.2276
2014-06-19,2.2339
2014-06-20,2.2304
2014-06-23,2.2174
2014-06-24,2.2243
2014-06-25,2.2076
2014-06-26,2.1967
2014-06-27,2.194
2014-06-30,2.2132
2014-07-01,2.2015
2014-07-02,2.2223
2014-07-03,2.2121
2014-07-04,2.2121
2014-07-07,2.2217
2014-07-08,2.2149
2014-07-09,2.2149
2014-07-10,2.2193
2014-07-11,2.2219
2014-07-14,2.2133
2014-07-15,2.219
2014-07-16,2.2256
2014-07-17,2.2463
2014-07-18,2.229
2014-07-21,2.2209
2014-07-22,2.2122
2014-07-23,2.2209
2014-07-24,2.2216
2014-07-25,2.2285
2014-07-28,2.2229
2014-07-29,2.2305
2014-07-30,2.2493
2014-07-31,2.267
2014-08-01,2.2606
2014-08-04,2.2592
2014-08-05,2.2815
2014-08-06,2.276
2014-08-07,2.2952
2014-08-08,2.2835
2014-08-11,2.2755
2014-08-12,2.2739
2014-08-13,2.281
2014-08-14,2.2719
2014-08-15,2.2601
2014-08-18,2.2594
2014-08-19,2.2499
2014-08-20,2.2576
2014-08-21,2.2691
2014-08-22,2.279
2014-08-25,2.2883
2014-08-26,2.265
2014-08-27,2.2606
2014-08-28,2.2399
2014-08-29,2.236
2014-09-01,2.2458
2014-09-02,2.2435
2014-09-03,2.237
2014-09-04,2.2434
2014-09-05,2.2441
2014-09-08,2.2666
2014-09-09,2.2859
2014-09-10,2.2953
2014-09-11,2.2951
2014-09-12,2.3386
2014-09-15,2.3395
2014-09-16,2.3314
2014-09-17,2.3569
2014-09-18,2.3653
2014-09-19,2.3682
2014-09-22,2.3953
2014-09-23,2.4119
2014-09-24,2.3834
2014-09-25,2.4275
2014-09-26,2.4206
2014-09-29,2.4475
2014-09-30,2.4446
2014-10-01,2.4852
2014-10-02,2.4954
2014-10-03,2.4744
2014-10-06,2.4262
2014-10-07,2.4012
2014-10-08,2.3767
2014-10-09,2.3966
2014-10-10,2.4075
2014-10-13,2.3943
2014-10-14,2.4002
2014-10-15,2.4578
2014-10-16,2.4727
2014-10-17,2.4349
2014-10-20,2.459
2014-10-21,2.4731
2014-10-22,2.4894
2014-10-23,2.5122
2014-10-24,2.4632
2014-10-27,2.5204
2014-10-28,2.4802
2014-10-29,2.4468
2014-10-30,2.4044
2014-10-31,2.4696
2014-11-03,2.5004
2014-11-04,2.5094
2014-11-05,2.5142
2014-11-06,2.5502
2014-11-07,2.5588
2014-11-10,2.5471
2014-11-11,2.5573
2014-11-12,2.5595
2014-11-13,2.595
2014-11-14,2.6006
2014-11-17,2.6084
2014-11-18,2.5915
2014-11-19,2.5798
2014-11-20,2.5731
2014-11-21,2.5151
2014-11-24,2.5495
2014-11-25,2.532
2014-11-26,2.5009
2014-11-27,2.5304
2014-11-28,2.5658
2014-12-01,2.5577
2014-12-02,2.5689
2014-12-03,2.5533
2014-12-04,2.5915
2014-12-05,2.5895
2014-12-08,2.6005
2014-12-09,2.5935
2014-12-10,2.616
2014-12-11,2.6494
2014-12-12,2.6544
2014-12-15,2.695
2014-12-16,2.737
2014-12-17,2.7003
2014-12-18,2.6539
2014-12-19,2.6596
2014-12-22,2.6634
2014-12-23,2.706
2014-12-24,2.6955
2014-12-26,2.669
2014-12-29,2.7023
2014-12-30,2.6468
2014-12-31,2.6468
2015-01-01,2.6468
2015-01-02,2.6942
2015-01-05,2.7259
2015-01-06,2.6967
2015-01-07,2.6942
2015-01-08,2.6698
2015-01-09,2.6366
2015-01-12,2.6622
2015-01-13,2.6313
2015-01-14,2.6153
2015-01-15,2.6349
2015-01-16,2.6211
2015-01-19,2.6518
2015-01-20,2.6138
2015-01-21,2.6089
2015-01-22,2.5689
2015-01-23,2.5827
2015-01-26,2.5894
2015-01-27,2.5725
2015-01-28,2.5765
2015-01-29,2.6077
2015-01-30,2.6823
2015-02-02,2.7271
2015-02-03,2.6945
2015-02-04,2.742
2015-02-05,2.7446
2015-02-06,2.7786
2015-02-09,2.7698
2015-02-10,2.8343
2015-02-11,2.8693
2015-02-12,2.8219
2015-02-13,2.8346
2015-02-18,2.8384
2015-02-19,2.8667
2015-02-20,2.868
2015-02-23,2.8788
2015-02-24,2.8326
2015-02-25,2.875
2015-02-26,2.9085
2015-02-27,2.8553
2015-03-02,2.8965
2015-03-03,2.9312
2015-03-04,2.9766
2015-03-05,3.0035
2015-03-06,3.062
2015-03-09,3.1227
2015-03-10,3.102
2015-03-11,3.1259
2015-03-12,3.1653
2015-03-13,3.2486
2015-03-16,3.2451
2015-03-17,3.2398
2015-03-18,3.2104
2015-03-19,3.2924
2015-03-20,3.2292
2015-03-23,3.1321
2015-03-24,3.1395
2015-03-25,3.2027
2015-03-26,3.1834
2015-03-27,3.2488
2015-03-30,3.2286
2015-03-31,3.1971
2015-04-01,3.1648
2015-04-02,3.1209
2015-04-03,3.1206
2015-04-06,3.1264
2015-04-07,3.1305
2015-04-08,3.0493
2015-04-09,3.0574
2015-04-10,3.0755
2015-04-13,3.121
2015-04-14,3.0636
2015-04-15,3.0284
2015-04-16,3.0208
2015-04-17,3.0409
2015-04-20,3.0329
2015-04-21,3.033
2015-04-22,3.0107
2015-04-23,2.9705
2015-04-24,2.9513
2015-04-27,2.9173
2015-04-28,2.9395
2015-04-29,2.961
2015-04-30,3.0143
2015-05-01,3.0111
2015-05-04,3.0857
2015-05-05,3.0569
2015-05-06,3.0353
2015-05-07,3.0258
2015-05-08,2.974
2015-05-11,3.0608
2015-05-12,3.0199
2015-05-13,3.0392
2015-05-14,2.994
2015-05-15,2.998
2015-05-18,3.0051
2015-05-19,3.0389
2015-05-20,3.0028
2015-05-21,3.0387
2015-05-22,3.0938
2015-05-25,3.0977
2015-05-26,3.1535
2015-05-27,3.1409
2015-05-28,3.1624
2015-05-29,3.1786
2015-06-01,3.1683
2015-06-02,3.1321
2015-06-03,3.1337
2015-06-04,3.1342
2015-06-05,3.1434
2015-06-08,3.112
2015-06-09,3.0968
2015-06-10,3.1173
2015-06-11,3.09
2015-06-12,3.12
2015-06-15,3.1272
2015-06-16,3.0886
2015-06-17,3.0561
2015-06-18,3.0604
2015-06-19,3.0975
2015-06-22,3.0803
2015-06-23,3.0759
2015-06-24,3.0976
2015-06-25,3.1274
2015-06-26,3.1298
2015-06-29,3.1176
2015-06-30,3.1038
2015-07-01,3.1496
2015-07-02,3.0975
2015-07-03,3.1343
2015-07-06,3.1377
2015-07-07,3.1854
2015-07-08,3.2353
2015-07-09,3.2203
2015-07-10,3.1608
2015-07-13,3.1329
2015-07-14,3.1399
2015-07-15,3.1399
2015-07-16,3.1561
2015-07-17,3.1881
2015-07-20,3.1968
2015-07-21,3.1715
2015-07-22,3.2238
2015-07-23,3.2862
2015-07-24,3.3548
2015-07-27,3.3638
2015-07-28,3.357
2015-07-29,3.3309
2015-07-30,3.3714
2015-07-31,3.4213
2015-08-03,3.4512
2015-08-04,3.4711
2015-08-05,3.4852
2015-08-06,3.5354
2015-08-07,3.5072
2015-08-10,3.4376
2015-08-11,3.4743
2015-08-12,3.4808
2015-08-13,3.5192
2015-08-14,3.4834
2015-08-17,3.4811
2015-08-18,3.4682
2015-08-19,3.4921
2015-08-20,3.4587
2015-08-21,3.4993
2015-08-24,3.552
2015-08-25,3.6172
2015-08-26,3.5966
2015-08-27,3.554
2015-08-28,3.5815
2015-08-31,3.6207
2015-09-01,3.6991
2015-09-02,3.761
2015-09-03,3.7402
2015-09-04,3.8436
2015-09-08,3.8202
2015-09-09,3.78
2015-09-10,3.8491
2015-09-11,3.8705
2015-09-14,3.8153
2015-09-15,3.8626
2015-09-16,3.8307
2015-09-17,3.8988
2015-09-18,3.945
2015-09-21,3.9852
2015-09-22,4.051
2015-09-23,4.1781
2015-09-24,3.9372
